id,genres,vote_average,vote_count,title,keywords,score
216015,Drama Romance Thriller,5.2,3254,Fifty Shades of Grey,based on novel perversion spanking billionaire bdsm woman director,5.836455842802556
259693,Horror,7.0,1949,The Conjuring 2,london england england 1970s spirit single mother demon paranormal investigation demonic possession valak annabelle,6.982037211249864
37799,Drama,7.1,3391,The Social Network,hacker hacking creator frat party social network deposition intellectual property entrepreneur arrogance young entrepreneur facebook,7.051835341317882
196,Adventure Comedy Family Science Fiction,7.1,2900,Back to the Future Part III,railroad robber california delorean indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american western shootout gunfight train wild west cavalry,7.046844448313298
257211,Comedy,7.1,1881,The Intern,intern woman director,7.032281479240666
187,Action Thriller Crime,7.2,2691,Sin City,dystopia based on comic book held captive based on graphic novel black and white and color black and white scene black and white to color mysterious killer doing the right thing mercedes silhouette neo-noir,7.103803535542838
296098,Thriller Drama,7.2,2583,Bridge of Spies,spy cia cold war soviet union pilot lawyer american,7.101453777963481
1124,Drama Mystery Thriller,8.0,4391,The Prestige,competition secret obsession magic dying and death class society illusion tricks hostility class rivalry,7.693962136624352
80278,Thriller Drama,7.0,2025,The Impossible,thailand tsunami family vacation tidal wave catastrophe swept away separation from family boxing day 21st century,6.982390571488258
194,Comedy Romance,7.8,3310,Amélie,paris love triangle ghost train sex-shop shyness montmartre daughter garden gnome journey round the world photography,7.501120296380959
110415,Action Science Fiction Drama,6.7,2854,Snowpiercer,father son relationship child labour brothel winter allegory bridge post-apocalyptic dystopia hijacking of train based on comic book dam rifle pregnant train violence based on graphic novel guilt revolt duplicity tunnel social class population control perpetual winter city ruin,6.803036342572614
87421,Science Fiction Action Thriller,6.2,2035,Riddick,dystopia revenge alien planet imax,6.562133457398598
299687,Adventure Science Fiction,5.6,1945,The 5th Wave,based on novel dystopia alien alien invasion human subjugation environmental disaster based on young adult novel,6.262295219614034
312221,Drama,7.3,1915,Creed,underdog sport spin off underground fighting motivational speaker boxing,7.134935720650006
96721,Drama Action,7.7,2277,Rush,world champion sport racing car formula 1 automobile racing based on true events,7.370770212831737
8966,Adventure Fantasy Drama Romance,5.8,3561,Twilight,soulmates vampire forbidden love immortality trust desire duringcreditsstinger woman director interspecies romance based on young adult novel fang vamp,6.195978763175118
138832,Comedy Crime,6.8,2972,We're the Millers,mexico police gang drug smuggling drug family,6.862291645993626
18785,Comedy,7.2,6173,The Hangover,underwear tiger stag night hangover lost weekend bag over head chapel hit with tire iron memory loss las vegas duringcreditsstinger elevator,7.145613467544715
268,Fantasy Action,7.0,2096,Batman,double life dc comics dual identity chemical crime fighter fictional place gotham city superhero super powers,6.982708350418802
51540,Comedy Crime,6.5,2277,Horrible Bosses,conspiracy of murder bad boss employee death of father stakeout duringcreditsstinger,6.706825031318398
350,Comedy Drama Romance,7.0,3088,The Devil Wears Prada,paris journalist journalism world of fasion fashion journal assistant job entrant job interview editor-in-chief,6.986190267515373
50544,Romance Comedy,6.5,2237,Friends with Benefits,funeral friends hospital aftercreditsstinger duringcreditsstinger,6.708855016412556
1576,Horror Action Science Fiction,6.4,2065,Resident Evil,undercover mutant dystopia conspiracy zombie based on video game,6.665155437282301
49530,Action Thriller Science Fiction,6.7,3417,In Time,bank future time dystopia race against time immortality on the run class differences cops and robbers  rich vs poor,6.791998274895866
423,Drama War,8.0,1864,The Pianist,individual resistance radio station war crimes loss of family child murderer hunger world war ii prisoners of war homeland deportation hiding place ghetto riot jew persecution liberation warsaw ghetto polish resistance nazis biography classical music panzer pianist,7.4850820370267215
198663,Action Mystery Science Fiction Thriller,7.0,5371,The Maze Runner,based on novel maze post-apocalyptic dystopia escape memory loss erased memory trapped dystopic future runner based on young adult novel,6.990563394164248
1892,Adventure Action Science Fiction,7.9,4665,Return of the Jedi,rebel brother sister relationship emperor space battle matter of life and death spaceship death star jabba the hutt ewoks jedi space opera,7.635124355550594
109414,Action Comedy,6.3,2359,This Is the End,rape monster panic friendship celebrity satire party possession dark comedy end of the world apocalypse drug demon self-referential actor,6.5903816014408285
45612,Thriller Science Fiction Mystery,7.1,2699,Source Code,bomb identity fantasy bomber suspicion time travel investigation surrealism soldier helicopter pilot,7.044489737269744
28,Drama War,8.0,2055,Apocalypse Now,guerrilla river vietnam vietcong cambodia army insanity tribe green beret jungle apocalypse death napalm,7.510342562769747
87502,Drama,6.5,2415,Flight,confession airplane f word hangover airplane crash syringe denial porn actress jesus freak baseball stadium perjury national transportation safety board flying upside down narcissist relapse substance abuse,6.700114669179417
120467,Comedy Drama,8.0,4519,The Grand Budapest Hotel,hotel painting wartime gunfight theft mentor protégé relationship european hotel lobby renaissance painting,7.700123908183807
862,Animation Comedy Family,7.7,5269,Toy Story,jealousy toy boy friendship friends rivalry boy next door new toy toy comes to life,7.509365975446399
807,Crime Mystery Thriller,8.1,5765,Se7en,self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration lust and impulsiveness rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer,7.825087162833434
17654,Science Fiction,7.3,3382,District 9,slum street gang mutation south africa johannesburg dystopia genetics government satire alien prawn mockumentary alternate history racism metamorphosis xenophobia internment camp body transformation alien technology segregation,7.181320920597605
70,Drama,7.7,2439,Million Dollar Baby,transporter suicide attempt strong woman boxer dying and death stroke of fate training advancement sport female protagonist boxing trainer determination,7.383239288794065
11036,Romance Drama,7.7,3067,The Notebook,poem river sadness fight love of one's life dementia class secret love tears candle mailbox,7.423791685466574
82654,Horror Comedy Romance,6.4,2652,Warm Bodies,post-apocalyptic dystopia zombie zombie apocalypse interspecies romance based on young adult novel,6.630493437976067
59967,Action Thriller Science Fiction,6.6,4697,Looper,suicide assassin drug addiction future time travel dystopia retirement boy murder organized crime tragedy execution violence criminal drug addict contract killer neo-noir,6.70210970007769
59436,Fantasy Comedy Romance,7.4,1990,Midnight in Paris,paris painter detective based on novel screenwriter forbidden love time travel midnight nostalgia past sculpture hemingway,7.1901493401650125
3933,Romance Fantasy Animation Music,7.2,1894,Corpse Bride,shyness england cheating old town grave skeleton musical marriage wedding ring stop motion animation money wedding corpse wedding ceremony parents dark fantasy european ring piano,7.083262172834566
273481,Action Crime Drama Mystery Thriller,7.2,2416,Sicario,mexico cia smoking texas fbi murder dirty cop soccer drug fbi agent night vision death of daughter tunnel el paso moral dilemma death of wife mexican cartel,7.097585495930739
307081,Action Drama,7.3,2067,Southpaw,sport,7.141360099832983
293863,Fantasy Drama Romance,7.4,1990,The Age of Adaline,san francisco immortality love forever,7.1901493401650125
22970,Horror Thriller,6.5,2263,The Cabin in the Woods,cabin plot twist cabin in the woods filmed killing video wall speaker phone mounted animal head young adult,6.707531022062645
223702,Adventure Animation Comedy Fantasy,5.6,2238,Sausage Party,supermarket party sausage food anthropomorphism sex scene musical number adult animation grocery store gum,6.214691329086383
254470,Comedy Music,6.8,1940,Pitch Perfect 2,music sequel singer male female relationship audition group of friends duringcreditsstinger singing competition female musician singing contest woman director acapella,6.879305455718752
812,Animation Family Comedy Adventure Fantasy Romance,7.4,3416,Aladdin,magic musical cartoon princess love comedy animation monkey arab aftercreditsstinger genie animal sidekick,7.247101045578512
87,Adventure Action,7.1,2781,Indiana Jones and the Temple of Doom,riddle treasure heart skeleton treasure hunt torture violence monkey cult film archaeologist thuggee conveyor belt mine car rope bridge belching child driving a car eating brains splits indiana jones archeology ,7.045475112327951
562,Action Thriller,7.5,3948,Die Hard,helicopter journalist based on novel terrorist skyscraper christmas party s.w.a.t. hostage kidnapping vault fistfight murder heist shootout los angeles one man army explosion violence fbi agent walkie talkie christmas eve elevator shaft one night action hero,7.329387483389972
318846,Comedy Drama,7.3,2607,The Big Short,bank fraud biography wall street finances based on true story animated sequence breaking the fourth wall loan financial crisis real estate mortgage,7.1606307045232676
23483,Action Crime,7.1,4645,Kick-Ass,crime fighter secret identity comic book superhero murder comedy mafia teenager violence realism rookie adaptation young adult kickass,7.061151206756907
78,Science Fiction Drama Thriller,7.9,3509,Blade Runner,artificial intelligence man vs machine cyborg bounty hunter android dystopia genetics fugitive cyberpunk los angeles tech noir neo-noir,7.577863584898779
59859,Action Adventure Crime,6.3,2224,Kick-Ass 2,crime fighter secret identity marvel comic superhero aftercreditsstinger teen superheroes,6.600031442961731
6957,Comedy Romance,6.2,1983,The 40 Year Old Virgin,first time virgin,6.567061216802149
13223,Drama,7.8,3086,Gran Torino,rape war veteran immigration priest gang old man teenager gangster detroit widower car hmong,7.487524923622722
8681,Action Thriller,7.2,4369,Taken,paris kidnapping human trafficking rescue prostitution albanian missing daughter ex cia agent,7.129807606064976
424,Drama History War,8.3,4329,Schindler's List,factory concentration camp hero holocaust world war ii nazis defense industry biography the holocaust,7.901460539917588
50014,Drama,7.8,1910,The Help,mississippi based on novel exploitation racial segregation racism writer maid moral courage ressentiment southern belle racial issues 1960s newspaper columnist,7.389490911825774
7191,Action Thriller Science Fiction,6.4,2251,Cloverfield,helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giant monster kaiju military found footage aftercreditsstinger,6.653095254533119
6977,Crime Drama Thriller,7.7,3003,No Country for Old Men,texas drug traffic hitman united states–mexico barrier suspense,7.420140400274246
769,Drama Crime,8.2,3128,GoodFellas,prison based on novel florida 1970s mass murder irish-american drug traffic biography based on true story murder organized crime gore mafia gangster new york city extreme violence violence brooklyn new york city crime epic tampa,7.742100461881389
111,Action Crime Drama Thriller,8.0,2948,Scarface,miami corruption capitalism cuba prohibition brother sister relationship loss of sister cocaine cult film bitterness,7.601698089145858
278,Drama Crime,8.5,8205,The Shawshank Redemption,prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s,8.218657798543095
4935,Fantasy Animation Adventure,8.2,1991,Howl's Moving Castle,flying witch rain castle scarecrow body exchange hatter bakery demon anime,7.606143973961386
19908,Comedy Horror,7.2,3550,Zombieland,washington d.c. sister sister relationship post-apocalyptic road trip blood splatter parody survival zombie violence survival horror amusement park twinkie body count zombification disposing of a dead body bitten on the arm loner aftercreditsstinger zombie apocalypse fear of clowns,7.119138841564794
1891,Adventure Action Science Fiction,8.2,5879,The Empire Strikes Back,rebel android asteroid space battle snow storm space colony spaceship lightsaber jedi good vs evil rebellion the force space opera stormtrooper wookie jedi master jedi training droid,7.905326629938545
152601,Romance Science Fiction Drama,7.9,4097,Her,artificial intelligence computer love loneliness transhumanism heartbreak near future singularity bittersweet,7.609776549834507
277,Fantasy Action Thriller,6.6,2512,Underworld,budapest subway love of one's life vampire bite descendant hostility shootout werewolf blunt fang vamp,6.753394569209207
82693,Drama Comedy Romance,6.9,4742,Silver Linings Playbook,dancing philadelphia running based on novel depression letter friendship neighbor mental illness ex-wife institutionalization bipolar philadelphia eagles,6.9175988897160865
85,Adventure Action,7.7,3854,Raiders of the Lost Ark,saving the world riddle nepal himalaya cairo moses egypt whip treasure medallion leather jacket nazis hat mediterranean ark of the covenant ten commandments treasure hunt excavation swastika archaeologist indiana jones archeology ,7.461978731973813
772,Comedy Family Adventure Crime,6.3,2395,Home Alone 2: Lost in New York,holiday new york new york city christmas,6.587912253481299
274,Crime Drama Thriller,8.1,4443,The Silence of the Lambs,based on novel psychopath horror suspense serial killer psychological thriller cannibal fbi agent animal in cast credits cannibalism,7.7672282825306045
138843,Horror Thriller,7.4,3092,The Conjuring,sister sister relationship exorcism rhode island based on true story farmhouse paranormal investigation ghost supernatural power paranormal investigator annabelle,7.237053329118882
76203,Drama History,7.9,3674,12 Years a Slave,whip kidnapping slavery plantation night shift violin player physical abuse cotton slave owner 19th century sold into slavery abolitionist,7.587505938227947
162,Fantasy Drama Romance,7.5,3601,Edward Scissorhands,underdog love at first sight hairdresser small town scissors inventor burglar unsociability,7.318503462493608
296096,Drama Romance,7.6,2562,Me Before You,england based on novel depression small town wheelchair caretaker caregiver disabled twenty something woman director romantic drama dead end job accident,7.3338714057557794
314365,Drama Thriller History,7.8,2686,Spotlight,child abuse journalism judge florida boston pedophilia court cover-up priest lawyer catholic catholic church catholicism september 11 2001 investigative journalism cardinal christmas,7.459899154338196
38,Science Fiction Drama Romance,7.9,3652,Eternal Sunshine of the Spotless Mind,deja vu regret jealousy amnesia dream operation relationship problems love memory brainwashing relationship heartbreak nonlinear timeline love story bittersweet,7.586253776389285
328387,Mystery Adventure Crime,7.1,2181,Nerve,based on novel technology internet hacking teenager new york city game adaptation dare cellphone video based on young adult novel smartphone taking a risk,7.037335854577234
539,Drama Horror Thriller,8.2,2320,Psycho,hotel clerk arizona shower rain motel money secretary corpse murderer theft private detective proto-slasher,7.653128062208477
5915,Adventure Drama,7.8,3045,Into the Wild,male nudity parents kids relationship camping cutting the cord self-discovery wilderness biography based on true story pubic hair alaska journey,7.484901448557917
128,Adventure Fantasy Animation,8.2,1983,Princess Mononoke,fight wolf village and town iron pan wild boar territory friendship princess good vs evil anime,7.604900752051011
694,Horror Thriller,8.1,3757,The Shining,hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowed in off season,7.726430234458258
105,Adventure Comedy Science Fiction Family,8.0,6079,Back to the Future,clock tower car race terrorist delorean lightning guitar plutonium sports car inventor journey in the past time travel race against time partner misfit mad scientist fish out of water teenage love destiny hidden identity odd couple escapade disorder chases and races love and romance teenage life misfit partners changing the past or future getting home inventions and discoveries,7.759209808003604
129,Fantasy Adventure Animation Family,8.3,3840,Spirited Away,witch parents kids relationship magic twilight darkness village and town bath house pig ghost world biology train amusement park yokai japanese mythology anime,7.86713999258378
195589,Comedy,6.2,2713,Neighbors,alcohol baby party family fraternity fraternity house neighbor neighbor relationship bathroom humor,6.50818819130108
854,Romance Comedy Crime Fantasy,6.6,2472,The Mask,dual identity bank mockery green balloon jail cell norse mythology,6.754818052590881
106,Science Fiction Action Adventure Thriller,7.3,2093,Predator,central and south america predator alien stalking invisible commando 3d,7.1424092521462414
10625,Comedy,6.9,2320,Mean Girls,female friendship high school fish out of water best friend teenager popularity gossip teen comedy high school rivalry new girl at school,6.927849108764846
194662,Drama Comedy,7.4,4535,Birdman,times square superhero long take new york city play broadway actor,7.273946046676457
44115,Adventure Drama Thriller,7.0,2606,127 Hours,mountains despair adventure utah alone canyon climbing based on true story rescue survival escape true trapped boulder adventurer flashback climber isolated hikers very little dialogue,6.984692587050612
8363,Comedy,7.0,2100,Superbad,becoming an adult high school young people one night,6.982725912524815
679,Horror Action Thriller Science Fiction,7.7,3220,Aliens,android extraterrestrial technology space marine spaceman cryogenics vacuum space colony warrior woman settler space travel colony alien xenomorph,7.432146080556645
114150,Comedy Music Romance,7.3,2247,Pitch Perfect,competition roommate college female friendship music hazing male female relationship audition group of friends dorm room bickering dj singing competition film score female musician singing contest young adult acapella,7.148349668058876
207,Drama,8.1,2705,Dead Poets Society,individual philosophy poetry shakespeare professor literature friendship filmes focados em um professor,7.639932150787457
8467,Comedy,6.5,1859,Dumb and Dumber,gas station motel utah stupidity pill prank cigar smoking violence criminal fired from the job clumsiness stepmother stepdaughter relationship sitting on a toilet aspen colorado parakeet defecation scooter hotel suite endangered species foolish laxative,6.730207100634969
1417,Fantasy Drama War,7.6,3041,Pan's Labyrinth,spain resistance servant anti hero fairy fairy tale franco regime army princess love woods king hiding labyrinth mythological,7.3599966663704
4638,Crime Action Comedy,7.4,2199,Hot Fuzz,village arrest police partner murder conspiracy gunfight police force cowboy costume accident,7.201012466906359
771,Comedy Family,7.1,2414,Home Alone,holiday burglar home invasion mischief booby trap home alone suburban chicago mischievous child christmas child,7.040769385261907
14,Drama,7.9,3313,American Beauty,male nudity female nudity adultery midlife crisis coming out first time camcorder virgin nudity film maker estate agent satire loneliness dark comedy suburbia coming of age marijuana exercise parent child relationship bittersweet affair,7.565606967792782
45269,Drama History,7.6,2752,The King's Speech,great britain radio monarchy radio transmission royal family speech marriage royalty death of father,7.344886662140061
205596,History Drama Thriller War,8.0,5723,The Imitation Game,gay england world war ii mathematician biography logician cryptography,7.747873109991236
266856,Drama Romance,7.8,3311,The Theory of Everything,wife husband relationship biography physicist based on memoir stephen hawking fictionalized biography motor neuron disease als,7.5011783380370005
64690,Drama Action Thriller Crime,7.4,3725,Drive,stuntman blood splatter independent film police chase extreme violence violence car chase bullet head stomp getaway crime lord existentialism silent protagonist great soundtrack,7.255593294368145
12162,Drama Thriller War,7.2,1840,The Hurt Locker,sniper explosive loyalty u.s. army iraq car bomb suspense tension iraq war desert bomb squad body armor woman director army sergeant,7.081548427002972
115,Comedy Crime,7.8,2926,The Big Lebowski,white russian dude bowling vietnam veteran carpet nihilism heart attack kidnapping lsd marijuana los angeles millionaire cowboy ashes impregnation bowling team unemployed bowling ball weeds,7.4770312597363215
137,Romance Fantasy Drama Comedy,7.4,2301,Groundhog Day,deja vu groundhog weather forecast telecaster pennsylvania alarm clock winter time warp time loop cult film existentialism groundhog day,7.2059157689249
12405,Drama Romance,7.6,2827,Slumdog Millionaire,slum indian lead cheating suspicion game show orphan duringcreditsstinger,7.348987811096097
44214,Drama Thriller,7.3,4430,Black Swan,dancing competition sex dancer obsession paranoia insanity suspense ballet new york city heartbreak mental illness madness swan lake ballerina body horror,7.2011626146844065
240,Drama Crime,8.3,3338,The Godfather: Part II,italo-american cuba vororte melancholy praise revenge mafia lawyer blood corrupt politician bloody body of child man punches woman,7.825161837162456
1954,Science Fiction Thriller,7.3,2060,The Butterfly Effect,amnesia chaos theory blackout time travel flashback,7.1410752446869825
264660,Drama Science Fiction,7.6,4737,Ex Machina,dancing artificial intelligence distrust isolation technology manipulation friendship deception laboratory robot power outage surveillance camera consciousness existentialism lockdown philosophical robot human relationship turing test cybernetics,7.421900984561811
264644,Drama Thriller,8.1,2757,Room,based on novel carpet isolation kidnapping imprisonment grandparents escape hospital dog captive mother son relationship shed skylight,7.645138123751519
84892,Drama Romance,7.7,2968,The Perks of Being a Wallflower,shyness secret narration kiss freshman coming of age teenage boy high school student first love aunt nephew relationship gay lead character santa hat lgbt teen aunt nephew incest based on young adult novel,7.4181024745938196
9552,Drama Horror Thriller,7.5,2005,The Exorcist,exorcism holy water religion and supernatural vomit christian possession profanity priest ouija board satan paranormal phenomena girl demon strong language disturbed child crisis of faith sfx,7.243135695969125
578,Horror Thriller Adventure,7.5,2542,Jaws,fishing atlantic ocean bathing shipwreck police chief ferry boat dying and death dolly zoom shark great white shark animal horror,7.274625087637599
2105,Comedy Romance,6.4,2296,American Pie,graduation innocence coming of age teenager high school student pie teen comedy teenage sexuality exchange student sitting on a toilet voyeurism virginity laxative prom night,6.650340492910152
76726,Science Fiction Drama Thriller,6.6,1935,Chronicle,seattle telekinesis friendship loneliness outcast coming of age student teenager superpower found footage aftercreditsstinger abuse bittersweet,6.776850515155492
222935,Romance Drama,7.6,3759,The Fault in Our Stars,amsterdam based on novel support group cancer teenager star crossed lovers teen drama oxygen tank based on young adult novel,7.390782815930205
286565,Drama Mystery Romance,6.1,1937,Paper Towns,friendship high school teenager classmate based on young adult novel,6.520227719946956
122906,Comedy Drama Science Fiction,7.8,2067,About Time,london england father son relationship time travel,7.40599368410092
107,Thriller Crime,7.7,2912,Snatch,gypsy bare knuckle boxing slang trailer park pig sport receiving of stolen goods cockney accent diamond pikey,7.414779330980072
11,Adventure Action Science Fiction,8.1,6624,Star Wars,android galaxy hermit death star lightsaber jedi rescue mission empire rebellion planet smuggler the force space opera galactic war stormtrooper totalitarianism,7.852992972902218
62,Science Fiction Mystery Adventure,7.9,2998,2001: A Space Odyssey,moon jupiter artificial intelligence man vs machine technology super computer human being space travel space mission moon base astronaut evolution monolith space station,7.543827585370883
601,Science Fiction Adventure Family Fantasy,7.3,3269,E.T. the Extra-Terrestrial,farewell homesickness nasa extraterrestrial technology operation space marine loss of father hiding place riding a bicycle flying saucer prosecution halloween flowerpot finger single,7.178695174430774
489,Drama,7.9,2811,Good Will Hunting,baseball boston professor m.i.t. harvard university ambition mathematics genius love friends janitor irish psychologist university courtroom flashback prodigy,7.52950224413639
73,Drama,8.2,3016,American History X,usa neo-nazi prison skinhead brother brother relationship rape fascism brother basketball jail school swastika los angeles family hate neo nazism xenophobia interracial friendship nazism prison rape,7.731535871351296
348,Horror Action Thriller Science Fiction,7.9,4470,Alien,android countdown space marine space suit beheading dystopia biology cowardice spaceship space alien female protagonist outer space parasite h. r. giger xenomorph,7.626936740518632
238636,Horror Thriller,6.6,1954,The Purge: Anarchy,bus assault rifle sniper machete dystopia psychopath sequel revenge murder survival motorcycle violence one day masked man apartment death survival horror gatling gun,6.775964490530464
680,Thriller Crime,8.3,8428,Pulp Fiction,transporter brothel drug dealer boxer massage stolen money crime boss dance contest junkyard kamikaze ambiguous ending briefcase redemption heirloom pulp fiction reference to al green theft brutality,8.060582846361697
242582,Crime Drama Thriller,7.6,3395,Nightcrawler,journalism underground tv station sociopath home invasion car chase tv news employer employee relationship ethics stringer,7.376231079964791
1359,Thriller Drama Crime,7.3,2066,American Psycho,based on novel wall street psychopath white collar harvard business school child of divorce unreliable narrator woman director voice imitation,7.141319468775672
37735,Comedy,6.7,2210,Easy A,lie high school school teen movie rumor,6.819426868364721
7326,Comedy Drama Romance,7.0,2244,Juno,sexuality becoming an adult puberty first time oscar award pregnancy and birth pregnant minor precocity partnership teenager teenage pregnancy,6.983335227779672
238,Drama Crime,8.4,5893,The Godfather,italy love at first sight loss of father patriarch organized crime mafia lawyer italian american crime family rise to power mob boss 1940s,8.058303506982918
19913,Comedy Drama Romance,7.2,2904,(500) Days of Summer,date sex jealousy fight architect gallery interview sister party love friends fate los angeles summer ikea year heartache,7.108124100431793
218,Action Thriller Science Fiction,7.3,4128,The Terminator,saving the world artificial intelligence rebel cyborg shotgun killer robot sun glasses dystopia car chase laser gun urban setting future war,7.196159783770403
629,Drama Crime Thriller,8.1,3254,The Usual Suspects,law relatives theft criminal criminal mastermind hungarian sibling,7.68953101364538
333371,Thriller Science Fiction Drama,6.8,2468,10 Cloverfield Lane,kidnapping bunker paranoia basement survivalist apocalypse car accident captive,6.8695819556677815
152532,Drama History,7.9,2886,Dallas Buyers Club,women aids biography based on true story hiv drug 1980s,7.535383907774054
77,Mystery Thriller,8.1,4028,Memento,individual insulin tattoo waitress amnesia motel insurance salesman revenge memory loss polaroid flashback neo-noir,7.74368739497609
747,Horror Comedy,7.5,2420,Shaun of the Dead,record collection flower cheese pub surrey romantic comedy zombie english tv show in film cricket bat broken bottle survival horror british pub english pub you've got red on you,7.268168263640741
641,Crime Drama,7.9,2443,Requiem for a Dream,drug addiction junkie heroin speed diet unsociability illegal prostitution,7.49765677906473
141,Fantasy Drama Mystery,7.7,3452,Donnie Darko,parents kids relationship airplane time travel school presentation school performance suburbia vision morality teenager,7.443892282981954
510,Drama,8.2,2919,One Flew Over the Cuckoo's Nest,individual rebel self-destruction wheelchair lunatic asylum dying and death rage and hate freedom insanity basic rights and human rights psychiatrist,7.721984221189668
153,Drama,7.3,1895,Lost in Translation,upper class hotel room age difference commercial karaoke homesickness culture clash jet lag pop star unsociability aftercreditsstinger woman director,7.134051463515222
85350,Drama,7.5,1971,Boyhood,daily life family's daily life urban life growing up domestic abuse coming of age parenting divorce family divorced parents abusive husband,7.240843107546525
244786,Drama,8.3,4254,Whiplash,jazz obsession conservatory music teacher new york city violence montage drummer public humiliation jazz band young adult music school,7.896554351961089
627,Drama Crime,7.8,2655,Trainspotting,london england alcohol sex based on novel drug addiction drug dealer nightclub junkie heroin cold turkey modern society hallucination friendship surrealism dark comedy stealing monologue cult film recovering drug addict illegal drugs drug deal drug rehabilitation drug culture antihero,7.457552796075963
158015,Science Fiction Horror Thriller,6.0,2428,The Purge,dystopia barricade home invasion constitutional convention legalized murder social allegory,6.41495587237196
670,Drama Thriller Mystery Action,8.0,1945,Oldboy,sushi restaurant rage and hate notebook daughter hostility sin revenge loneliness urination anger catholic incest south hypnosis,7.496106077572484
408,Fantasy Animation Family,6.9,1914,Snow White and the Seven Dwarfs,poison witch becoming an adult sadness queen attempted murder dying and death appearance princess candlelight vigil snow white,6.930862310491348
176,Horror Mystery Crime,7.2,2184,Saw,shotgun based on short film sadist pistol chained bludgeoning game of death,7.091678533683307
500,Crime Thriller,8.0,3697,Reservoir Dogs,traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong warehouse ensemble cast all male cast told in flashback heist gone wrong foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group,7.655592682351363
429,Western,8.1,2311,"The Good, the Bad and the Ugly",bounty hunter refugee gold anti hero gallows hitman army outlaw shootout moral ambiguity spaghetti western,7.596247104132581
103,Crime Drama,8.0,2535,Taxi Driver,vietnam veteran taxi obsession drug dealer night shift vigilante alienation misanthrope shot to death illegal prostitution loner,7.564084632982973
389,Drama,8.2,2078,12 Angry Men,judge jurors sultriness death penalty father murder puerto rican anonymity court case heat group class innocence court courtroom,7.619336057064582
